Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g)
50:31.8,G:\WIT00021.TXT,41:20.9,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:21.0,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:21.0,0.998,0.131,0.019
50:31.8,G:\WIT00021.TXT,41:21.1,0.996,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:21.2,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:21.2,0.998,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:21.3,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:21.4,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:21.4,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:21.5,0.997,0.137,0.022
50:31.8,G:\WIT00021.TXT,41:21.6,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:21.6,0.997,0.132,0.019
50:31.8,G:\WIT00021.TXT,41:21.7,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:21.8,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:21.8,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:21.9,0.996,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:22.0,0.997,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:22.0,0.998,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:22.1,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:22.2,0.998,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:22.2,0.997,0.13,0.021
50:31.8,G:\WIT00021.TXT,41:22.3,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:22.3,0.997,0.134,0.019
50:31.8,G:\WIT00021.TXT,41:22.4,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:22.5,0.997,0.133,0.018
50:31.8,G:\WIT00021.TXT,41:22.5,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:22.6,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:22.7,0.996,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:22.7,0.997,0.132,0.022
50:31.8,G:\WIT00021.TXT,41:22.8,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:22.9,0.996,0.136,0.022
50:31.8,G:\WIT00021.TXT,41:22.9,0.997,0.13,0.02
50:31.8,G:\WIT00021.TXT,41:23.0,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:23.1,0.996,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:23.1,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:23.2,0.998,0.13,0.02
50:31.8,G:\WIT00021.TXT,41:23.3,0.997,0.131,0.019
50:31.8,G:\WIT00021.TXT,41:23.3,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:23.4,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:23.5,0.996,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:23.5,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:23.6,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:23.6,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:23.7,0.996,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:23.8,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:23.8,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:23.9,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:24.0,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:24.0,0.996,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:24.1,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:24.2,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:24.2,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:24.3,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:24.4,0.997,0.132,0.019
50:31.8,G:\WIT00021.TXT,41:24.4,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:24.5,0.996,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:24.6,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:24.6,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:24.7,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:24.8,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:24.8,0.997,0.132,0.019
50:31.8,G:\WIT00021.TXT,41:24.9,0.996,0.131,0.019
50:31.8,G:\WIT00021.TXT,41:24.9,0.997,0.134,0.019
50:31.8,G:\WIT00021.TXT,41:25.0,0.997,0.13,0.018
50:31.8,G:\WIT00021.TXT,41:25.1,0.996,0.13,0.019
50:31.8,G:\WIT00021.TXT,41:25.1,0.997,0.129,0.017
50:31.8,G:\WIT00021.TXT,41:25.2,0.996,0.135,0.023
50:31.8,G:\WIT00021.TXT,41:25.3,0.996,0.131,0.018
50:31.8,G:\WIT00021.TXT,41:25.3,0.997,0.13,0.019
50:31.8,G:\WIT00021.TXT,41:25.4,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:25.5,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:25.5,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:25.6,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:25.7,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:25.7,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:25.8,0.998,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:25.9,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:25.9,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:26.0,0.997,0.13,0.02
50:31.8,G:\WIT00021.TXT,41:26.1,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:26.1,0.997,0.13,0.019
50:31.8,G:\WIT00021.TXT,41:26.2,0.996,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:26.2,0.996,0.13,0.02
50:31.8,G:\WIT00021.TXT,41:26.3,0.997,0.131,0.022
50:31.8,G:\WIT00021.TXT,41:26.4,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:26.4,0.996,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:26.5,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:26.6,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:26.6,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:26.7,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:26.8,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:26.8,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:26.9,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:27.0,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:27.0,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:27.1,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:27.2,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:27.2,0.996,0.131,0.022
50:31.8,G:\WIT00021.TXT,41:27.3,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:27.4,0.998,0.133,0.019
50:31.8,G:\WIT00021.TXT,41:27.4,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:27.5,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:27.5,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:27.6,0.996,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:27.7,0.996,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:27.7,0.998,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:27.8,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:27.9,0.996,0.136,0.023
50:31.8,G:\WIT00021.TXT,41:27.9,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:28.0,0.997,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:28.1,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:28.1,0.998,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:28.2,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:28.3,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:28.3,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:28.4,0.998,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:28.5,0.998,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:28.5,0.998,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:28.6,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:28.7,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:28.7,0.997,0.13,0.017
50:31.8,G:\WIT00021.TXT,41:28.8,0.998,0.13,0.021
50:31.8,G:\WIT00021.TXT,41:28.8,0.996,0.131,0.023
50:31.8,G:\WIT00021.TXT,41:28.9,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:29.0,0.996,0.131,0.022
50:31.8,G:\WIT00021.TXT,41:29.0,0.996,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:29.1,0.997,0.136,0.022
50:31.8,G:\WIT00021.TXT,41:29.2,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:29.2,0.997,0.13,0.02
50:31.8,G:\WIT00021.TXT,41:29.3,0.996,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:29.4,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:29.4,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:29.5,0.996,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:29.6,0.997,0.136,0.022
50:31.8,G:\WIT00021.TXT,41:29.6,0.997,0.135,0.02
50:31.8,G:\WIT00021.TXT,41:29.7,0.997,0.131,0.019
50:31.8,G:\WIT00021.TXT,41:29.8,0.996,0.136,0.023
50:31.8,G:\WIT00021.TXT,41:29.8,0.996,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:29.9,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:30.0,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:30.0,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:30.1,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:30.1,0.996,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:30.2,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:30.3,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:30.3,0.997,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:30.4,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:30.5,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:30.5,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:30.6,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:30.7,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:30.7,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:30.8,0.997,0.132,0.019
50:31.8,G:\WIT00021.TXT,41:30.9,0.998,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:30.9,0.998,0.131,0.022
50:31.8,G:\WIT00021.TXT,41:31.0,0.997,0.136,0.021
50:31.8,G:\WIT00021.TXT,41:31.1,0.996,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:31.1,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:31.2,0.997,0.135,0.023
50:31.8,G:\WIT00021.TXT,41:31.3,0.997,0.13,0.019
50:31.8,G:\WIT00021.TXT,41:31.3,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:31.4,0.998,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:31.4,0.996,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:31.5,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:31.6,0.996,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:31.6,0.998,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:31.7,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:31.8,0.997,0.13,0.02
50:31.8,G:\WIT00021.TXT,41:31.8,0.996,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:31.9,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:32.0,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:32.0,0.997,0.13,0.021
50:31.8,G:\WIT00021.TXT,41:32.1,0.997,0.132,0.022
50:31.8,G:\WIT00021.TXT,41:32.2,0.997,0.135,0.023
50:31.8,G:\WIT00021.TXT,41:32.2,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:32.3,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:32.4,0.997,0.131,0.017
50:31.8,G:\WIT00021.TXT,41:32.4,0.997,0.129,0.019
50:31.8,G:\WIT00021.TXT,41:32.5,0.997,0.132,0.022
50:31.8,G:\WIT00021.TXT,41:32.6,0.998,0.132,0.019
50:31.8,G:\WIT00021.TXT,41:32.6,0.996,0.13,0.02
50:31.8,G:\WIT00021.TXT,41:32.7,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:32.7,0.997,0.13,0.018
50:31.8,G:\WIT00021.TXT,41:32.8,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:32.9,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:32.9,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:33.0,0.998,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:33.1,0.996,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:33.1,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:33.2,0.996,0.133,0.019
50:31.8,G:\WIT00021.TXT,41:33.3,0.997,0.13,0.018
50:31.8,G:\WIT00021.TXT,41:33.3,0.997,0.136,0.022
50:31.8,G:\WIT00021.TXT,41:33.4,0.997,0.135,0.02
50:31.8,G:\WIT00021.TXT,41:33.5,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:33.5,0.996,0.13,0.02
50:31.8,G:\WIT00021.TXT,41:33.6,0.998,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:33.7,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:33.7,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:33.8,0.997,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:33.9,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:33.9,0.996,0.129,0.02
50:31.8,G:\WIT00021.TXT,41:34.0,0.996,0.136,0.022
50:31.8,G:\WIT00021.TXT,41:34.0,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:34.1,0.998,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:34.2,0.996,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:34.2,0.998,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:34.3,0.997,0.13,0.019
50:31.8,G:\WIT00021.TXT,41:34.4,0.996,0.135,0.023
50:31.8,G:\WIT00021.TXT,41:34.4,0.995,0.132,0.019
50:31.8,G:\WIT00021.TXT,41:34.5,0.995,0.125,0.018
50:31.8,G:\WIT00021.TXT,41:34.6,0.995,0.135,0.016
50:31.8,G:\WIT00021.TXT,41:34.6,0.993,0.138,0.028
50:31.8,G:\WIT00021.TXT,41:34.7,0.996,0.143,0.02
50:31.8,G:\WIT00021.TXT,41:34.8,0.995,0.119,0.006
50:31.8,G:\WIT00021.TXT,41:34.8,0.996,0.15,0.033
50:31.8,G:\WIT00021.TXT,41:34.9,0.996,0.14,0.024
50:31.8,G:\WIT00021.TXT,41:35.0,0.995,0.135,0.02
50:31.8,G:\WIT00021.TXT,41:35.0,0.996,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:35.1,0.995,0.137,0.024
50:31.8,G:\WIT00021.TXT,41:35.2,0.996,0.138,0.023
50:31.8,G:\WIT00021.TXT,41:35.2,0.995,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:35.3,0.998,0.137,0.022
50:31.8,G:\WIT00021.TXT,41:35.3,0.996,0.133,0.025
50:31.8,G:\WIT00021.TXT,41:35.4,0.996,0.14,0.025
50:31.8,G:\WIT00021.TXT,41:35.5,0.997,0.138,0.021
50:31.8,G:\WIT00021.TXT,41:35.5,0.997,0.131,0.019
50:31.8,G:\WIT00021.TXT,41:35.6,0.998,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:35.7,0.996,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:35.7,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:35.8,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:35.9,0.997,0.136,0.021
50:31.8,G:\WIT00021.TXT,41:35.9,0.997,0.133,0.019
50:31.8,G:\WIT00021.TXT,41:36.0,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:36.1,0.997,0.135,0.023
50:31.8,G:\WIT00021.TXT,41:36.1,0.997,0.136,0.022
50:31.8,G:\WIT00021.TXT,41:36.2,0.996,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:36.3,0.996,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:36.3,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:36.4,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:36.5,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:36.5,0.996,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:36.6,0.997,0.137,0.023
50:31.8,G:\WIT00021.TXT,41:36.6,0.997,0.133,0.019
50:31.8,G:\WIT00021.TXT,41:36.7,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:36.8,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:36.8,0.996,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:36.9,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:37.0,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:37.0,0.996,0.132,0.019
50:31.8,G:\WIT00021.TXT,41:37.1,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:37.2,0.996,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:37.2,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:37.3,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:37.4,0.996,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:37.4,0.996,0.137,0.022
50:31.8,G:\WIT00021.TXT,41:37.5,0.997,0.137,0.021
50:31.8,G:\WIT00021.TXT,41:37.6,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:37.6,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:37.7,0.996,0.132,0.022
50:31.8,G:\WIT00021.TXT,41:37.8,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:37.8,0.997,0.134,0.019
50:31.8,G:\WIT00021.TXT,41:37.9,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:37.9,0.996,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:38.0,0.996,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:38.1,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:38.1,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:38.2,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:38.3,0.996,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:38.3,0.996,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:38.4,0.998,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:38.5,0.996,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:38.5,0.998,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:38.6,0.997,0.134,0.023
50:31.8,G:\WIT00021.TXT,41:38.7,0.997,0.136,0.02
50:31.8,G:\WIT00021.TXT,41:38.7,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:38.8,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:38.9,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:38.9,0.997,0.135,0.023
50:31.8,G:\WIT00021.TXT,41:39.0,0.997,0.135,0.02
50:31.8,G:\WIT00021.TXT,41:39.1,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:39.1,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:39.2,0.997,0.13,0.019
50:31.8,G:\WIT00021.TXT,41:39.2,0.998,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:39.3,0.997,0.132,0.019
50:31.8,G:\WIT00021.TXT,41:39.4,0.997,0.136,0.023
50:31.8,G:\WIT00021.TXT,41:39.4,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:39.5,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:39.6,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:39.6,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:39.7,0.997,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:39.8,0.997,0.131,0.019
50:31.8,G:\WIT00021.TXT,41:39.8,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:39.9,0.996,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:40.0,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:40.0,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:40.1,0.997,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:40.2,0.997,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:40.2,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:40.3,0.998,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:40.4,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:40.4,0.997,0.133,0.019
50:31.8,G:\WIT00021.TXT,41:40.5,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:40.5,0.997,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:40.6,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:40.7,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:40.7,0.997,0.136,0.021
50:31.8,G:\WIT00021.TXT,41:40.8,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:40.9,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:40.9,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:41.0,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:41.1,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:41.1,0.997,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:41.2,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:41.3,0.996,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:41.3,0.998,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:41.4,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:41.5,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:41.5,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:41.6,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:41.7,0.997,0.132,0.018
50:31.8,G:\WIT00021.TXT,41:41.7,0.997,0.128,0.019
50:31.8,G:\WIT00021.TXT,41:41.8,0.997,0.133,0.023
50:31.8,G:\WIT00021.TXT,41:41.8,0.997,0.135,0.02
50:31.8,G:\WIT00021.TXT,41:41.9,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:42.0,0.998,0.131,0.019
50:31.8,G:\WIT00021.TXT,41:42.0,0.996,0.13,0.019
50:31.8,G:\WIT00021.TXT,41:42.1,0.997,0.134,0.023
50:31.8,G:\WIT00021.TXT,41:42.2,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:42.2,0.996,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:42.3,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:42.4,0.996,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:42.4,0.997,0.135,0.022
50:31.8,G:\WIT00021.TXT,41:42.5,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:42.6,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:42.6,0.997,0.131,0.019
50:31.8,G:\WIT00021.TXT,41:42.7,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:42.8,0.996,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:42.8,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:42.9,0.997,0.133,0.018
50:31.8,G:\WIT00021.TXT,41:43.0,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:43.0,0.998,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:43.1,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:43.1,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:43.2,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:43.3,0.998,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:43.3,0.997,0.132,0.021
50:31.8,G:\WIT00021.TXT,41:43.4,0.997,0.134,0.021
50:31.8,G:\WIT00021.TXT,41:43.5,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:43.5,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:43.6,0.996,0.134,0.019
50:31.8,G:\WIT00021.TXT,41:43.7,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:43.7,0.996,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:43.8,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:43.9,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:43.9,0.997,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:44.0,0.996,0.133,0.022
50:31.8,G:\WIT00021.TXT,41:44.1,0.997,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:44.1,0.996,0.133,0.02
50:31.8,G:\WIT00021.TXT,41:44.2,0.998,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:44.3,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:44.3,0.996,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:44.4,0.997,0.133,0.019
50:31.8,G:\WIT00021.TXT,41:44.4,0.997,0.135,0.021
50:31.8,G:\WIT00021.TXT,41:44.5,0.997,0.133,0.019
50:31.8,G:\WIT00021.TXT,41:44.6,0.998,0.134,0.02
50:31.8,G:\WIT00021.TXT,41:44.6,0.997,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:44.7,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:44.8,0.997,0.134,0.019
50:31.8,G:\WIT00021.TXT,41:44.8,0.996,0.132,0.02
50:31.8,G:\WIT00021.TXT,41:44.9,0.997,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:45.0,0.996,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:45.0,0.995,0.131,0.02
50:31.8,G:\WIT00021.TXT,41:45.1,0.996,0.134,0.022
50:31.8,G:\WIT00021.TXT,41:45.2,0.997,0.135,0.02
50:31.8,G:\WIT00021.TXT,41:45.2,0.996,0.131,0.021
50:31.8,G:\WIT00021.TXT,41:45.3,0.995,0.133,0.021
50:31.8,G:\WIT00021.TXT,41:45.4,0.996,0.131,0.02
